0	file:/Users/simonemordue/SDG/SDGclassy-master/classifier/sources/cl_base_new/sdg16-new.txt	4.3258887993627275E-6	1.4533223835661366E-6	1.5247351840093048E-6	4.39449898323908E-6	3.118200355217781E-6	0.7256621126073307	1.5213159237423795E-6	1.449162771172865E-6	1.4511623304065075E-6	1.4530236394714615E-6	2.994511795269073E-6	1.4501087874003487E-6	1.5222745236280493E-6	1.4546449400077044E-6	4.588427942070285E-6	0.2636256890987996	0.01067804766874046	1.4493467705881092E-6
1	file:/Users/simonemordue/SDG/SDGclassy-master/classifier/sources/cl_base_new/sdg7-new.txt	7.444736081571859E-6	2.5011279967910254E-6	2.624027469432039E-6	7.562812327901354E-6	5.36633736342918E-6	2.495922896598972E-6	2.618143016210492E-6	2.493969417847872E-6	2.497410604495141E-6	2.5006138663905605E-6	5.153472741189362E-6	2.4955974858517322E-6	2.6197927403452615E-6	2.5034040801850102E-6	0.7360858084919892	0.26385552134279555	5.29851105127135E-6	2.4942860757993797E-6
2	file:/Users/simonemordue/SDG/SDGclassy-master/classifier/sources/cl_base_new/sdg6-new.txt	9.480964584786824E-4	1.9244526873433854E-6	2.019015708788323E-6	5.8190842399816155E-6	0.7303395042742918	1.920447706764486E-6	2.014488010953473E-6	1.9189446339761097E-6	1.921592399664025E-6	1.92405709798047E-6	3.965256667654417E-6	1.920197324701745E-6	2.0157573646405316E-6	1.9262039830826645E-6	6.075880055002815E-6	0.2686710378470064	4.076854061295662E-6	1.9191882813410306E-6
3	file:/Users/simonemordue/SDG/SDGclassy-master/classifier/sources/cl_base_new/sdg17-new.txt	3.3886007885489794E-6	0.7815721237009882	1.194371627773567E-6	3.4423452406070506E-6	2.4425815532061916E-6	1.136062608922867E-6	1.1916932167985868E-6	1.1351734491777989E-6	1.1367397649825113E-6	1.1381977852085898E-6	2.345692527339779E-6	1.1359144925756096E-6	1.1924441173600998E-6	1.139467799425413E-6	3.5942557157248375E-6	0.21839871573151204	2.4117092304879545E-6	1.1353175815382239E-6
4	file:/Users/simonemordue/SDG/SDGclassy-master/classifier/sources/cl_base_new/sdg4-new.txt	5.437846651257182E-6	1.8268949164473323E-6	1.916664181390987E-6	5.524092894731847E-6	3.9197252046950205E-6	1.8230929634514594E-6	1.912366009649953E-6	1.8216660870963303E-6	1.8241796275470822E-6	0.7938066981231142	3.764242839633998E-6	1.8228552742005885E-6	1.9135710150072224E-6	1.8285574323950233E-6	5.767870760570057E-6	0.20614650617070449	3.870182940148189E-6	1.8218973830566348E-6
5	file:/Users/simonemordue/SDG/SDGclassy-master/classifier/sources/cl_base_new/sdg15-new.txt	4.525571517847332E-6	1.5204076411501416E-6	1.5951168513690747E-6	4.5973487429185894E-6	3.262136261245063E-6	1.517243519155944E-6	1.5915397582920673E-6	1.5160560213454332E-6	0.8388217276134595	1.5200951070493608E-6	3.1327382461897787E-6	1.5170457056145139E-6	1.5925426070800987E-6	1.5217912467027362E-6	4.8002294486597035E-6	0.16113932536994452	3.2209054072431456E-6	1.5162485141605634E-6
6	file:/Users/simonemordue/SDG/SDGclassy-master/classifier/sources/cl_base_new/sdg14-new.txt	5.289576256184823E-6	1.777082104797944E-6	1.8644036868200007E-6	5.37347087678124E-6	3.8128484864005E-6	1.7733838172985252E-6	1.8602227106644626E-6	1.771995846696806E-6	1.7744408519976053E-6	1.7767168088453292E-6	0.028430313458707404	1.7731526089731736E-6	1.8613948598873386E-6	1.778699289953469E-6	5.610601802608854E-6	0.17412946040507277	3.7646570600821497E-6	0.7973983634891518
7	file:/Users/simonemordue/SDG/SDGclassy-master/classifier/sources/cl_base_new/sdg5-new.txt	4.969561033123156E-6	1.6695700284759766E-6	1.7516087231370252E-6	5.048380094842349E-6	3.582174137496065E-6	1.666095484475423E-6	1.7476806927662212E-6	1.664791485008668E-6	1.6670885694026069E-6	1.669226832642558E-6	3.440081292239671E-6	0.814833465721657	1.7487819278786176E-6	1.6710893751954506E-6	5.271164785272597E-6	0.18512376508276354	3.5368982547479383E-6	1.665002862685378E-6
8	file:/Users/simonemordue/SDG/SDGclassy-master/classifier/sources/cl_base_new/sdg9-new.txt	5.567340181351432E-6	1.8703994665043504E-6	1.9623064414198063E-6	5.6556402397350404E-6	4.013067125920037E-6	1.866506976142078E-6	0.730584365086268	1.8650461210324744E-6	1.86761951738702E-6	1.8700149882897298E-6	3.85388219960446E-6	1.8662636267058186E-6	1.959139616277366E-6	1.8721015725826041E-6	5.905223281487679E-6	0.2693678127343603	3.962345092406467E-6	1.8652829249322845E-6
9	file:/Users/simonemordue/SDG/SDGclassy-master/classifier/sources/cl_base_new/sdg11-new.txt	4.983141039082183E-6	1.6741323571775654E-6	1.756395233804575E-6	0.001098116943784138	3.591962918800738E-6	1.670648318509793E-6	1.7524564695529536E-6	0.7345344736379917	1.6716441171775145E-6	1.6737882235145415E-6	3.4494817853892223E-6	1.6704305045226537E-6	1.7535607139410768E-6	1.6756558557199805E-6	5.285568964780183E-6	0.2643295844356977	3.546563313503794E-6	1.6695527109811043E-6
10	file:/Users/simonemordue/SDG/SDGclassy-master/classifier/sources/cl_base_new/sdg8-new.txt	4.70055312849135E-6	1.5791943329159745E-6	0.7580951040316648	4.775105626122326E-6	3.3882670393980142E-6	1.5759078698736606E-6	1.6530767794642364E-6	1.5746744573585206E-6	1.5768471980014808E-6	1.5788697146573984E-6	3.2538658389993496E-6	1.5757024078546954E-6	1.6541184034866155E-6	1.5806314356958549E-6	4.9858307317407095E-6	0.24186452300698724	3.3454419908920365E-6	1.5748743929248471E-6
